bid,btype,dated,trsource,destination,trip,route,pcount,snum,adults,child,revenue
73877,KSRTC,12-09-20,Chikballapur,Ballari,3,10,59,4,47,11,3887
75313,KSRTC,12-09-20,Ballari,Kolar,2,6,55,2,44,11,3266
77047,KSRTC,12-09-20,Bijapur,Bagalkot,4,5,60,1,48,12,3882
78960,KSRTC,12-09-20,Chitradurga,Yadgir,3,1,56,4,44,11,3916
82603,KSRTC,12-09-20,Dharwad,Mysuru,5,9,58,2,46,11,3687
84683,KSRTC,12-09-20,Mysuru,Mysuru,1,4,55,3,44,11,4347
85226,KSRTC,12-09-20,Mysuru,Ballari,3,1,56,2,44,11,4077
231,KSRTC,13-09-20,Kodagu,Belagavi,2,10,57,1,45,11,3678
927,KSRTC,13-09-20,Chikkamagaluru,Bagalkot,3,1,56,4,44,11,3919
1435,KSRTC,13-09-20,Bagalkot,Chikballapur,1,8,55,5,44,11,3215
3976,KSRTC,13-09-20,Karwar,Bidar,1,6,58,5,46,11,3470
6493,KSRTC,13-09-20,Bidar,Koppal,3,1,58,4,46,11,3628
8861,KSRTC,13-09-20,Chikkamagaluru,Gulbarga,1,9,59,3,47,11,3224
13037,KSRTC,13-09-20,Davangere,Ramanagara,4,2,58,3,46,11,3200
16168,KSRTC,13-09-20,Kolar,Bijapur,2,5,55,1,44,11,3242
16796,KSRTC,13-09-20,Chitradurga,Chikballapur,1,9,59,5,47,11,3404
18391,KSRTC,13-09-20,Dharwad,Belagavi,5,7,60,2,48,12,3501
20491,KSRTC,13-09-20,Bijapur,Haveri,2,7,60,3,48,12,3881
22350,KSRTC,13-09-20,Mysuru,Dharwad,2,2,60,6,48,12,3908
22436,KSRTC,13-09-20,Chamarajanagar,Gulbarga,3,3,56,3,44,11,3880
22791,KSRTC,13-09-20,Chikkamagaluru,DakshinaKannada,1,6,57,6,45,11,4428
26084,KSRTC,13-09-20,Koppal,Chikballapur,5,9,60,1,48,12,4310
27702,KSRTC,13-09-20,Davangere,Hassan,5,10,57,1,45,11,3844
29639,KSRTC,13-09-20,Dharwad,Ramanagara,4,1,56,1,44,11,3331
30375,KSRTC,13-09-20,Kolar,Mandya,5,5,57,5,45,11,4169
30470,KSRTC,13-09-20,Gadag,Belagavi,2,3,60,5,48,12,3748
30809,KSRTC,13-09-20,Shivamogga,Davangere,3,9,60,4,48,12,4076
40685,KSRTC,13-09-20,Yadgir,Haveri,5,5,57,4,45,11,3036
47064,KSRTC,13-09-20,Shivamogga,Koppal,2,8,60,3,48,12,3723
47440,KSRTC,13-09-20,Bengaluru,Mandya,3,4,60,4,48,12,3988
48516,KSRTC,13-09-20,Mysuru,Raichur,3,8,59,1,47,11,3662
49800,KSRTC,13-09-20,Karwar,Chikkamagaluru,4,5,56,3,44,11,4331
50081,KSRTC,13-09-20,Bengaluru,Davangere,2,9,57,2,45,11,4061
50449,KSRTC,13-09-20,Ramanagara,Gulbarga,5,2,60,4,48,12,3179
50776,KSRTC,13-09-20,DakshinaKannada,Mandya,3,10,57,6,45,11,4026
51148,KSRTC,13-09-20,DakshinaKannada,Belagavi,2,5,56,3,44,11,4155
52540,KSRTC,13-09-20,Bijapur,Kodagu,4,9,60,2,48,12,4264
52633,KSRTC,13-09-20,Belagavi,Ballari,5,10,58,8,46,11,3839
58109,KSRTC,13-09-20,Chikkamagaluru,Ramanagara,3,10,56,5,44,11,4054
62332,KSRTC,13-09-20,Kolar,Udupi,4,6,57,1,45,11,3767
66272,KSRTC,13-09-20,Haveri,Dharwad,4,2,58,6,46,11,3429
70963,KSRTC,13-09-20,Bijapur,Haveri,3,6,56,7,44,11,3899
74409,KSRTC,13-09-20,Chikkamagaluru,Karwar,5,10,57,5,45,11,3167
77259,KSRTC,13-09-20,Karwar,Gadag,2,5,59,4,47,11,4470
83818,KSRTC,13-09-20,Udupi,Ramanagara,3,4,57,7,45,11,3192
115,KSRTC,14-09-20,Yadgir,Ballari,4,4,58,8,46,11,3689
1222,KSRTC,14-09-20,Karwar,Chitradurga,3,1,59,5,47,11,3419
1267,KSRTC,14-09-20,Kodagu,Kodagu,3,6,55,3,44,11,3128
2874,KSRTC,14-09-20,Bengaluru,Ballari,2,10,59,6,47,11,4398
3509,KSRTC,14-09-20,Yadgir,Bengaluru,1,2,55,6,44,11,4051
4319,KSRTC,14-09-20,Davangere,Raichur,3,1,56,2,44,11,4172
4559,KSRTC,14-09-20,Mandya,Yadgir,1,4,58,7,46,11,3776
9381,KSRTC,14-09-20,Gadag,Mysuru,3,9,55,8,44,11,3815
9545,KSRTC,14-09-20,Ballari,Udupi,3,2,55,1,44,11,3531
10885,KSRTC,14-09-20,Kodagu,DakshinaKannada,3,1,59,5,47,11,4077
11277,KSRTC,14-09-20,Mandya,Raichur,3,7,55,5,44,11,4399
12135,KSRTC,14-09-20,Belagavi,DakshinaKannada,3,9,58,8,46,11,3474
13662,KSRTC,14-09-20,Gadag,Chamarajanagar,2,1,59,2,47,11,4281
18958,KSRTC,14-09-20,Mandya,Chikkamagaluru,3,4,55,2,44,11,3201
21193,KSRTC,14-09-20,Mysuru,Dharwad,5,7,56,4,44,11,4260
26515,KSRTC,14-09-20,Raichur,Kodagu,1,5,59,6,47,11,4376
28767,KSRTC,14-09-20,Gulbarga,Chikkamagaluru,2,4,60,4,48,12,4360
30158,KSRTC,14-09-20,Bidar,Gulbarga,1,7,59,7,47,11,4176
31424,KSRTC,14-09-20,Chikkamagaluru,Mysuru,1,8,60,2,48,12,4492
32561,KSRTC,14-09-20,Bengaluru,Kolar,5,8,58,5,46,11,3126
33636,KSRTC,14-09-20,Dharwad,Gadag,4,7,58,3,46,11,3994
34623,KSRTC,14-09-20,Shivamogga,Chikkamagaluru,4,4,57,3,45,11,3882
35888,KSRTC,14-09-20,Raichur,Belagavi,4,6,56,2,44,11,3063
37105,KSRTC,14-09-20,Hassan,Haveri,2,2,57,2,45,11,3427
38856,KSRTC,14-09-20,Koppal,Kodagu,4,1,60,2,48,12,4280
40095,KSRTC,14-09-20,Bidar,Raichur,1,8,60,1,48,12,3660
42119,KSRTC,14-09-20,Davangere,Kodagu,3,1,58,6,46,11,3770
43717,KSRTC,14-09-20,Chitradurga,Belagavi,1,3,56,8,44,11,3294
47423,KSRTC,14-09-20,Ramanagara,Bengaluru,2,2,59,7,47,11,3450
48537,KSRTC,14-09-20,Shivamogga,Koppal,5,3,59,5,47,11,3207
58250,KSRTC,14-09-20,Koppal,Kodagu,1,10,57,2,45,11,4406
60674,KSRTC,14-09-20,Karwar,Udupi,3,8,56,7,44,11,4477
61925,KSRTC,14-09-20,Haveri,Tumakuru,3,8,56,2,44,11,3460
64334,KSRTC,14-09-20,Koppal,Bijapur,4,7,55,1,44,11,3211
66532,KSRTC,14-09-20,Belagavi,Mandya,5,3,59,3,47,11,3078
69351,KSRTC,14-09-20,Bengaluru,Bengaluru,2,3,55,1,44,11,4034
70581,KSRTC,14-09-20,Chikballapur,Kolar,4,6,57,5,45,11,4283
77104,KSRTC,14-09-20,Bijapur,Mysuru,5,1,59,8,47,11,3522
79360,KSRTC,14-09-20,Yadgir,Gadag,2,6,59,1,47,11,4451
81485,KSRTC,14-09-20,Gulbarga,Bidar,2,7,58,4,46,11,3350
81828,KSRTC,14-09-20,Dharwad,Chitradurga,5,7,60,4,48,12,4386
84431,KSRTC,14-09-20,Bengaluru,Bengaluru,2,3,60,6,48,12,3257
752,KSRTC,15-09-20,Bidar,Kolar,4,7,56,2,44,11,3985
2386,KSRTC,15-09-20,Bengaluru,Karwar,5,2,59,8,47,11,4351
2724,KSRTC,15-09-20,Gadag,Gulbarga,3,3,60,2,48,12,3074
10710,KSRTC,15-09-20,Kolar,Bengaluru,3,2,56,4,44,11,4468
11939,KSRTC,15-09-20,Mysuru,Bengaluru,1,7,56,8,44,11,4381
14896,KSRTC,15-09-20,Udupi,Yadgir,1,10,60,5,48,12,3505
17466,KSRTC,15-09-20,Ballari,Ramanagara,4,5,60,4,48,12,3965
18577,KSRTC,15-09-20,Mandya,Belagavi,3,6,55,3,44,11,3946
19824,KSRTC,15-09-20,Bijapur,Bengaluru,1,9,60,1,48,12,3617
23547,KSRTC,15-09-20,Bagalkot,Udupi,3,10,60,3,48,12,3262
24740,KSRTC,15-09-20,Mysuru,Haveri,1,5,57,1,45,11,3160
28418,KSRTC,15-09-20,Udupi,Bengaluru,5,7,58,8,46,11,3269
29124,KSRTC,15-09-20,Chikballapur,Yadgir,5,8,59,8,47,11,3298
32541,KSRTC,15-09-20,Bagalkot,Hassan,4,7,60,3,48,12,3996
33343,KSRTC,15-09-20,Gulbarga,Kodagu,1,4,59,5,47,11,3942
36015,KSRTC,15-09-20,Belagavi,Bagalkot,4,5,58,7,46,11,3600
36989,KSRTC,15-09-20,Belagavi,Bengaluru,5,10,59,6,47,11,3359
37218,KSRTC,15-09-20,Shivamogga,Shivamogga,2,8,58,4,46,11,3454
38501,KSRTC,15-09-20,Shivamogga,Bagalkot,2,9,57,8,45,11,4330
38536,KSRTC,15-09-20,Bagalkot,Shivamogga,4,3,55,8,44,11,3075
38996,KSRTC,15-09-20,Chitradurga,Chamarajanagar,1,4,57,2,45,11,3399
39520,KSRTC,15-09-20,Haveri,Udupi,2,8,58,1,46,11,3542
40312,KSRTC,15-09-20,Chitradurga,Ballari,3,7,55,2,44,11,4047
46207,KSRTC,15-09-20,Chitradurga,Udupi,1,10,56,1,44,11,3817
47872,KSRTC,15-09-20,Belagavi,Belagavi,4,6,60,7,48,12,3258
49190,KSRTC,15-09-20,Shivamogga,Ballari,4,8,60,7,48,12,3998
50214,KSRTC,15-09-20,Chitradurga,Bijapur,4,2,56,3,44,11,4150
50928,KSRTC,15-09-20,Davangere,Bagalkot,2,9,59,3,47,11,3322
52616,KSRTC,15-09-20,Mandya,Yadgir,3,8,58,7,46,11,4060
53591,KSRTC,15-09-20,Bengaluru,Dharwad,2,5,60,3,48,12,3448
55561,KSRTC,15-09-20,Bengaluru,Dharwad,4,3,56,4,44,11,4255
59231,KSRTC,15-09-20,Ramanagara,Gulbarga,3,1,55,2,44,11,4334
59579,KSRTC,15-09-20,Chikkamagaluru,Gadag,5,7,60,5,48,12,3100
60498,KSRTC,15-09-20,Kodagu,Kodagu,5,9,57,2,45,11,3755
63550,KSRTC,15-09-20,Kolar,Chikkamagaluru,4,2,60,7,48,12,3723
64281,KSRTC,15-09-20,Dharwad,Belagavi,5,9,56,6,44,11,3531
65270,KSRTC,15-09-20,Raichur,Bengaluru,2,3,58,5,46,11,3073
66642,KSRTC,15-09-20,Dharwad,Bagalkot,3,3,56,6,44,11,4329
67501,KSRTC,15-09-20,Mysuru,Ballari,3,8,59,2,47,11,3401
69746,KSRTC,15-09-20,DakshinaKannada,Shivamogga,1,8,56,5,44,11,3394
71331,KSRTC,15-09-20,Bengaluru,Gulbarga,1,2,59,2,47,11,3613
73377,KSRTC,15-09-20,Tumakuru,Udupi,4,10,59,5,47,11,3965
75877,KSRTC,15-09-20,Chikballapur,Raichur,5,1,55,5,44,11,3807
77300,KSRTC,15-09-20,Yadgir,Bidar,1,5,55,8,44,11,3148
77972,KSRTC,15-09-20,Bijapur,Bijapur,3,5,59,2,47,11,4364
78228,KSRTC,15-09-20,Chikballapur,Mandya,4,7,56,7,44,11,4123
78773,KSRTC,15-09-20,Raichur,DakshinaKannada,2,7,59,8,47,11,3262
78970,KSRTC,15-09-20,Davangere,Hassan,5,7,55,4,44,11,3749
80098,KSRTC,15-09-20,Davangere,Davangere,2,8,60,6,48,12,3199
81357,KSRTC,15-09-20,Bengaluru,Mysuru,3,5,59,8,47,11,4491
82066,KSRTC,15-09-20,DakshinaKannada,Udupi,4,9,59,7,47,11,3692
82862,KSRTC,15-09-20,Shivamogga,Karwar,3,6,55,8,44,11,3902
85270,KSRTC,15-09-20,Chikballapur,Chamarajanagar,4,3,59,6,47,11,3150
293,KSRTC,16-09-20,Bidar,Haveri,2,9,55,3,44,11,3804
3478,KSRTC,16-09-20,Chikballapur,Bijapur,4,3,60,5,48,12,4154
5282,KSRTC,16-09-20,Chamarajanagar,Kodagu,4,4,58,1,46,11,3037
5861,KSRTC,16-09-20,Raichur,Chikkamagaluru,5,10,57,3,45,11,3907
9833,KSRTC,16-09-20,Bengaluru,Kolar,4,8,55,3,44,11,3980
18129,KSRTC,16-09-20,Gadag,Kolar,4,5,57,4,45,11,4443
18639,KSRTC,16-09-20,Yadgir,DakshinaKannada,4,10,56,5,44,11,3244
19309,KSRTC,16-09-20,Karwar,Haveri,1,9,58,2,46,11,3667
19909,KSRTC,16-09-20,Dharwad,Chamarajanagar,1,6,57,4,45,11,3380
20162,KSRTC,16-09-20,Chitradurga,Udupi,4,10,60,8,48,12,3528
20850,KSRTC,16-09-20,Chamarajanagar,Bengaluru,1,10,58,8,46,11,3234
25256,KSRTC,16-09-20,Davangere,DakshinaKannada,5,3,58,4,46,11,3602
25992,KSRTC,16-09-20,Belagavi,Hassan,5,3,57,1,45,11,3057
27255,KSRTC,16-09-20,Yadgir,Belagavi,5,6,60,6,48,12,3104
31423,KSRTC,16-09-20,Mysuru,Belagavi,1,5,58,2,46,11,4468
33266,KSRTC,16-09-20,Kodagu,Ballari,1,4,55,5,44,11,4209
34959,KSRTC,16-09-20,Davangere,Mysuru,1,2,59,6,47,11,4016
36819,KSRTC,16-09-20,Hassan,Udupi,5,5,55,2,44,11,3508
38259,KSRTC,16-09-20,Dharwad,Tumakuru,1,7,58,2,46,11,3494
38460,KSRTC,16-09-20,Bengaluru,Belagavi,5,5,60,8,48,12,3666
38992,KSRTC,16-09-20,Chitradurga,Shivamogga,1,4,60,6,48,12,4061
40246,KSRTC,16-09-20,DakshinaKannada,Shivamogga,2,2,57,5,45,11,4312
41017,KSRTC,16-09-20,Haveri,Chamarajanagar,2,1,55,5,44,11,4020
41787,KSRTC,16-09-20,Dharwad,Ramanagara,5,9,58,5,46,11,3959
43702,KSRTC,16-09-20,Chikkamagaluru,Hassan,1,10,55,5,44,11,3294
45456,KSRTC,16-09-20,Gulbarga,DakshinaKannada,1,3,58,8,46,11,3702
53044,KSRTC,16-09-20,Belagavi,Kodagu,2,4,58,5,46,11,3223
53542,KSRTC,16-09-20,Chikkamagaluru,Koppal,3,2,55,8,44,11,4054
54578,KSRTC,16-09-20,Tumakuru,DakshinaKannada,4,9,56,3,44,11,4288
59052,KSRTC,16-09-20,Bengaluru,Mysuru,3,5,59,1,47,11,4363
60283,KSRTC,16-09-20,Bengaluru,Bijapur,4,3,59,1,47,11,3269
61254,KSRTC,16-09-20,Tumakuru,Davangere,5,1,56,7,44,11,3971
63106,KSRTC,16-09-20,Bengaluru,DakshinaKannada,2,5,60,6,48,12,4020
64025,KSRTC,16-09-20,Gulbarga,Chikkamagaluru,4,10,57,8,45,11,3015
64267,KSRTC,16-09-20,Bengaluru,Udupi,1,3,56,4,44,11,3773
66541,KSRTC,16-09-20,Chamarajanagar,Udupi,4,9,57,5,45,11,3456
67230,KSRTC,16-09-20,Gulbarga,Bidar,4,10,59,8,47,11,4358
67585,KSRTC,16-09-20,Kodagu,Yadgir,4,2,56,1,44,11,4362
68474,KSRTC,16-09-20,Chitradurga,Shivamogga,2,10,58,6,46,11,3128
70400,KSRTC,16-09-20,Mandya,Chamarajanagar,5,3,60,2,48,12,3429
71146,KSRTC,16-09-20,Yadgir,Chamarajanagar,1,2,56,5,44,11,3082
72693,KSRTC,16-09-20,Ballari,DakshinaKannada,1,6,56,6,44,11,4166
74426,KSRTC,16-09-20,Chamarajanagar,Bengaluru,1,9,59,5,47,11,3274
75653,KSRTC,16-09-20,Bengaluru,DakshinaKannada,2,9,56,2,44,11,3767
76365,KSRTC,16-09-20,Koppal,Bengaluru,3,3,60,1,48,12,4058
81852,KSRTC,16-09-20,Yadgir,Udupi,2,10,60,4,48,12,4086
82527,KSRTC,16-09-20,Gulbarga,Hassan,3,9,58,5,46,11,3088
82716,KSRTC,16-09-20,Bengaluru,Koppal,2,9,57,3,45,11,3715
2112,KSRTC,17-09-20,Mysuru,Karwar,1,4,57,6,45,11,3234
2177,KSRTC,17-09-20,Yadgir,Davangere,1,7,59,6,47,11,3272
3561,KSRTC,17-09-20,Ramanagara,Bagalkot,2,8,55,6,44,11,3993
4975,KSRTC,17-09-20,Bengaluru,Chikkamagaluru,4,4,55,6,44,11,3681
6125,KSRTC,17-09-20,Bagalkot,Tumakuru,4,7,59,3,47,11,3952
6807,KSRTC,17-09-20,Gadag,Davangere,4,9,57,8,45,11,4129
7562,KSRTC,17-09-20,Dharwad,Kodagu,2,3,55,3,44,11,4065
11115,KSRTC,17-09-20,Bengaluru,Haveri,2,5,59,3,47,11,3902
11808,KSRTC,17-09-20,Chikkamagaluru,Gadag,4,7,58,5,46,11,3897
18758,KSRTC,17-09-20,Kodagu,Karwar,1,1,55,3,44,11,3832
23023,KSRTC,17-09-20,Bagalkot,Karwar,4,9,59,3,47,11,3964
24499,KSRTC,17-09-20,Udupi,Belagavi,5,2,58,5,46,11,4062
24532,KSRTC,17-09-20,Bagalkot,Kolar,4,6,57,4,45,11,3589
28276,KSRTC,17-09-20,Ballari,Dharwad,3,6,57,5,45,11,3435
31468,KSRTC,17-09-20,Kodagu,Shivamogga,2,10,56,7,44,11,3290
34253,KSRTC,17-09-20,Kolar,Karwar,5,3,60,8,48,12,3319
34596,KSRTC,17-09-20,Kolar,Chikballapur,2,1,56,3,44,11,3720
34816,KSRTC,17-09-20,Bidar,Kodagu,3,10,57,3,45,11,4235
38755,KSRTC,17-09-20,DakshinaKannada,Hassan,1,6,55,7,44,11,3748
39626,KSRTC,17-09-20,Mysuru,Koppal,1,9,57,1,45,11,3270
39953,KSRTC,17-09-20,Mandya,Kolar,2,1,57,1,45,11,3151
43881,KSRTC,17-09-20,Gulbarga,Haveri,3,3,56,7,44,11,3215
44970,KSRTC,17-09-20,Bengaluru,Gulbarga,3,10,59,8,47,11,4341
45023,KSRTC,17-09-20,Ramanagara,Belagavi,3,3,55,4,44,11,4262
49080,KSRTC,17-09-20,Karwar,Koppal,1,3,60,2,48,12,3568
49906,KSRTC,17-09-20,Gulbarga,Haveri,4,6,60,6,48,12,4208
50422,KSRTC,17-09-20,Davangere,Davangere,1,6,57,5,45,11,4022
53309,KSRTC,17-09-20,Ballari,Ramanagara,2,1,60,5,48,12,4377
54022,KSRTC,17-09-20,Gulbarga,Chikkamagaluru,2,1,55,6,44,11,3121
55912,KSRTC,17-09-20,Yadgir,Belagavi,3,7,56,5,44,11,4296
56458,KSRTC,17-09-20,Gadag,Belagavi,4,6,60,8,48,12,4381
56659,KSRTC,17-09-20,Ballari,Chitradurga,2,10,59,6,47,11,4164
57916,KSRTC,17-09-20,Mandya,Ramanagara,3,5,57,8,45,11,4162
59135,KSRTC,17-09-20,Mandya,Chitradurga,2,1,59,5,47,11,3714
61276,KSRTC,17-09-20,Chikkamagaluru,Koppal,4,1,59,5,47,11,3186
62644,KSRTC,17-09-20,Bidar,Belagavi,5,1,56,3,44,11,3909
63302,KSRTC,17-09-20,Koppal,Yadgir,1,7,55,2,44,11,3152
65113,KSRTC,17-09-20,Bagalkot,Udupi,1,8,55,5,44,11,3184
65614,KSRTC,17-09-20,Tumakuru,Mandya,1,3,55,2,44,11,4440
65950,KSRTC,17-09-20,Ramanagara,Davangere,2,8,59,5,47,11,3009
69950,KSRTC,17-09-20,Bidar,Ballari,5,9,55,5,44,11,3774
70223,KSRTC,17-09-20,Bijapur,Haveri,1,5,57,1,45,11,4081
71694,KSRTC,17-09-20,Bijapur,Raichur,2,1,60,5,48,12,4218
75064,KSRTC,17-09-20,Bengaluru,Belagavi,1,10,59,7,47,11,3150
77422,KSRTC,17-09-20,Hassan,Hassan,5,9,58,6,46,11,3103
82868,KSRTC,17-09-20,Kodagu,Chamarajanagar,3,4,55,8,44,11,3435
83271,KSRTC,17-09-20,Ramanagara,Kolar,5,9,58,6,46,11,3083
84001,KSRTC,17-09-20,Haveri,Kolar,4,2,57,5,45,11,4481
84549,KSRTC,17-09-20,Chikballapur,Kolar,3,2,57,4,45,11,3790
264,KSRTC,18-09-20,Ramanagara,Haveri,5,5,59,6,47,11,4468
3394,KSRTC,18-09-20,Mandya,Mysuru,1,3,58,4,46,11,4222
3875,KSRTC,18-09-20,Mysuru,Haveri,4,4,59,1,47,11,4033
8718,KSRTC,18-09-20,Bengaluru,Mandya,2,10,60,5,48,12,3981
8801,KSRTC,18-09-20,Shivamogga,Bagalkot,1,1,55,1,44,11,3116
9946,KSRTC,18-09-20,Bengaluru,Koppal,3,10,55,1,44,11,4229
11395,KSRTC,18-09-20,Kodagu,Udupi,2,9,58,2,46,11,3626
12553,KSRTC,18-09-20,Chamarajanagar,Belagavi,1,5,59,2,47,11,3034
17645,KSRTC,18-09-20,Gadag,Gulbarga,5,2,59,2,47,11,3785
23239,KSRTC,18-09-20,Hassan,Davangere,5,4,58,1,46,11,3612
25887,KSRTC,18-09-20,Raichur,Dharwad,4,6,59,8,47,11,3432
26225,KSRTC,18-09-20,Gadag,Udupi,5,4,57,5,45,11,4145
26792,KSRTC,18-09-20,Belagavi,Karwar,1,3,58,4,46,11,4163
35305,KSRTC,18-09-20,Mysuru,Gulbarga,4,3,58,8,46,11,4371
38320,KSRTC,18-09-20,Tumakuru,Chikballapur,5,9,59,3,47,11,4324
38946,KSRTC,18-09-20,Koppal,Koppal,4,10,58,3,46,11,4254
42866,KSRTC,18-09-20,Davangere,Bidar,4,10,57,4,45,11,3509
48500,KSRTC,18-09-20,Ballari,Tumakuru,3,1,56,7,44,11,3293
54199,KSRTC,18-09-20,Chikkamagaluru,Kodagu,1,8,59,4,47,11,3563
55497,KSRTC,18-09-20,Bidar,Bidar,1,1,60,6,48,12,4017
66273,KSRTC,18-09-20,Gadag,Karwar,5,5,59,3,47,11,3277
67291,KSRTC,18-09-20,Hassan,Yadgir,3,2,55,4,44,11,3440
71569,KSRTC,18-09-20,Haveri,Davangere,3,4,59,2,47,11,3479
71965,KSRTC,18-09-20,Raichur,Shivamogga,4,10,58,6,46,11,4303
72266,KSRTC,18-09-20,Bengaluru,Chikkamagaluru,3,10,57,8,45,11,4194
73862,KSRTC,18-09-20,Mandya,Ballari,5,3,60,1,48,12,3021
77174,KSRTC,18-09-20,Haveri,Koppal,5,3,57,6,45,11,3170
80533,KSRTC,18-09-20,Gadag,Ballari,2,3,59,1,47,11,4008
81039,KSRTC,18-09-20,Raichur,Bengaluru,5,1,57,1,45,11,3019
85076,KSRTC,18-09-20,Ramanagara,Gulbarga,2,1,59,4,47,11,3128
75,KSRTC,19-09-20,Gulbarga,Udupi,1,5,60,1,48,12,3450
682,KSRTC,19-09-20,Koppal,Bijapur,4,9,60,7,48,12,3557
3760,KSRTC,19-09-20,Yadgir,Dharwad,3,7,59,8,47,11,3077
11209,KSRTC,19-09-20,Hassan,Yadgir,2,5,57,1,45,11,4292
11794,KSRTC,19-09-20,Yadgir,Bengaluru,2,7,58,7,46,11,3842
16425,KSRTC,19-09-20,Bagalkot,Ballari,3,5,56,7,44,11,3575
16765,KSRTC,19-09-20,Chikkamagaluru,Bijapur,5,9,57,6,45,11,3937
17088,KSRTC,19-09-20,Karwar,Udupi,5,1,56,7,44,11,3748
20193,KSRTC,19-09-20,Tumakuru,Koppal,1,5,55,3,44,11,3737
20857,KSRTC,19-09-20,Kodagu,Yadgir,3,7,59,4,47,11,4179
21021,KSRTC,19-09-20,Bidar,Chikballapur,2,1,55,2,44,11,3391
22000,KSRTC,19-09-20,Chamarajanagar,Koppal,2,6,57,5,45,11,4282
22687,KSRTC,19-09-20,Davangere,Haveri,1,6,58,4,46,11,3094
22796,KSRTC,19-09-20,Ballari,Chitradurga,5,10,58,3,46,11,3112
24395,KSRTC,19-09-20,Shivamogga,Ramanagara,3,1,60,7,48,12,3367
27197,KSRTC,19-09-20,Mysuru,Mandya,1,7,60,2,48,12,3112
31936,KSRTC,19-09-20,Belagavi,Bagalkot,2,9,55,6,44,11,3388
32630,KSRTC,19-09-20,Gulbarga,Gulbarga,3,8,55,4,44,11,3823
32740,KSRTC,19-09-20,Bagalkot,Haveri,2,7,59,5,47,11,4300
33236,KSRTC,19-09-20,Hassan,Hassan,2,6,60,1,48,12,3024
34615,KSRTC,19-09-20,Chikballapur,Raichur,3,9,59,4,47,11,3371
35905,KSRTC,19-09-20,Raichur,Kolar,4,10,55,4,44,11,3062
36410,KSRTC,19-09-20,Udupi,Koppal,5,10,57,7,45,11,3439
37217,KSRTC,19-09-20,Chitradurga,Hassan,4,3,56,6,44,11,4478
37375,KSRTC,19-09-20,Shivamogga,Kodagu,1,9,58,3,46,11,3330
37690,KSRTC,19-09-20,Kodagu,Raichur,3,1,56,4,44,11,4284
39057,KSRTC,19-09-20,Kodagu,Chamarajanagar,3,6,57,7,45,11,3230
40440,KSRTC,19-09-20,Chikballapur,Gadag,4,3,58,7,46,11,4121
41005,KSRTC,19-09-20,Davangere,Karwar,3,5,59,3,47,11,4430
44809,KSRTC,19-09-20,Hassan,Kolar,1,7,60,1,48,12,3334
48481,KSRTC,19-09-20,Koppal,Dharwad,2,7,55,2,44,11,3280
49371,KSRTC,19-09-20,Bijapur,Belagavi,2,7,60,6,48,12,3183
51440,KSRTC,19-09-20,Raichur,Ramanagara,1,8,57,4,45,11,4374
51566,KSRTC,19-09-20,Raichur,Chamarajanagar,5,7,59,1,47,11,3745
55612,KSRTC,19-09-20,Karwar,Kolar,1,3,58,1,46,11,3997
58280,KSRTC,19-09-20,DakshinaKannada,Hassan,5,9,56,6,44,11,3344
59678,KSRTC,19-09-20,Gulbarga,Yadgir,4,7,56,6,44,11,3175
59731,KSRTC,19-09-20,Dharwad,Bengaluru,2,1,55,6,44,11,3879
61878,KSRTC,19-09-20,Bengaluru,Bengaluru,1,9,59,8,47,11,4441
63223,KSRTC,19-09-20,Chikkamagaluru,Dharwad,4,1,56,8,44,11,3608
66237,KSRTC,19-09-20,Chikkamagaluru,Kodagu,5,9,59,4,47,11,3791
67895,KSRTC,19-09-20,Chikkamagaluru,Chikballapur,4,2,59,5,47,11,3041
68352,KSRTC,19-09-20,DakshinaKannada,Chitradurga,3,9,57,3,45,11,3223
68901,KSRTC,19-09-20,Chikballapur,Tumakuru,1,8,60,6,48,12,3373
69575,KSRTC,19-09-20,Gulbarga,Shivamogga,5,7,57,7,45,11,4324
70632,KSRTC,19-09-20,Mysuru,Yadgir,1,7,59,1,47,11,3981
71420,KSRTC,19-09-20,Tumakuru,Koppal,2,10,56,3,44,11,3797
74114,KSRTC,19-09-20,Gulbarga,Dharwad,5,10,57,2,45,11,4436
75132,KSRTC,19-09-20,Dharwad,Chikballapur,4,4,58,8,46,11,3821
77197,KSRTC,19-09-20,DakshinaKannada,Ballari,2,9,58,3,46,11,4269
79037,KSRTC,19-09-20,Bengaluru,Bidar,2,6,58,1,46,11,3602
79667,KSRTC,19-09-20,Tumakuru,Dharwad,5,2,58,4,46,11,3579
81476,KSRTC,19-09-20,Tumakuru,Bijapur,2,8,55,4,44,11,3943
259,KSRTC,20-09-20,Tumakuru,Udupi,3,9,57,3,45,11,4161
3921,KSRTC,20-09-20,Gadag,Shivamogga,4,8,60,8,48,12,3013
6027,KSRTC,20-09-20,Ballari,Bagalkot,4,3,55,8,44,11,3367
9627,KSRTC,20-09-20,Haveri,Haveri,3,1,55,7,44,11,3819
15180,KSRTC,20-09-20,Bengaluru,Mandya,5,3,59,8,47,11,3467
16924,KSRTC,20-09-20,Haveri,Gadag,5,10,55,8,44,11,3583
19966,KSRTC,20-09-20,Bagalkot,Bijapur,4,1,55,1,44,11,3624
21101,KSRTC,20-09-20,Shivamogga,Mandya,2,1,60,7,48,12,4007
22856,KSRTC,20-09-20,Gulbarga,Karwar,4,5,57,5,45,11,3465
